key,tab,block,date,payee,cents,desc,match,docId,doc_date,doc_vendor,doc_total,doc_status,doc_verdict,doc_channel,doc_subject,n_cands
PROP-741,280 Sparkling RECONCILED,,2026-06-04,Julio,20000,Landscaping,amount+vendor,gm-19f0452f77f79ab8,2026-06-26,"Julio (subcontractor, full name not given)",20000,pending,hold,1616 Granite,julio 200,9
PROP-743,280 Sparkling RECONCILED,,2026-07-07,Effren - 1372,5500,Landscaping,amount+vendor,gm-19f3f5c3cbc8f50e,2026-07-07,Falcon Creek Lawn Care,53500,pending,post,280 Sparkling,effren,7
PROP-744,280 Sparkling RECONCILED,,2026-06-25,Mission Real Estate Group,29900,MLS Listing,amount,gm-19f3f6f506f7c073,2026-07-08,Handwritten expense worksheet (Paul) - multiple vendors,269144,pending,hold,104 Ashburne,,2
PROP-745,280 Sparkling RECONCILED,,2026-07-19,Effren - 1373,11000,Landscaping,amount+vendor,gm-19f86e5bf7f12281,2026-07-19,Falcon Creek Lawn Care,47000,dismissed,dismiss,280 Sparkling,Fwd: Lawn maintenance invoice,4
PROP-746,280 Sparkling RECONCILED,,2026-07-24,Community Archives,48500,HOA release,amount+vendor,gm-19f956c4d89292d8,2026-07-23,Community Archives (Goodwin &amp; Company),48500,pending,hold,280 Sparkling,Fwd: Payment Requested for Order #R168A,1
PROP-748,280 Sparkling RECONCILED,,2026-08-05,Effren - 1374,5500,Landscaping,amount+vendor,gm-19fd24ebc9ed8431,2026-07-30,Falcon Creek Lawn Care,23500,posted,post,280 Sparkling,Fwd: Lawn maintenance,7
PROP-751,280 Sparkling RECONCILED,,2026-07-01,Home Depot,133,PVC Couplings,amount+vendor,gm-19fdc01a4d613ee4,2026-08-07,"Various (Paul's handwritten expense log - Julio, DL, City of Waxahachie, Home Depot, Walmart)",106497,pending,hold,280 Sparkling,,32
PROP-752,280 Sparkling RECONCILED,,2026-06-12,Julio,20000,Landscaping,amount+vendor,gm-19f0452f77f79ab8,2026-06-26,"Julio (subcontractor, full name not given)",20000,pending,hold,1616 Granite,julio 200,10
PROP-754,280 Sparkling RECONCILED,,2026-06-27,Home Depot,572,PVC,amount+vendor,gm-19fdc01a4d613ee4,2026-08-07,"Various (Paul's handwritten expense log - Julio, DL, City of Waxahachie, Home Depot, Walmart)",106497,pending,hold,280 Sparkling,,33
PROP-755,280 Sparkling RECONCILED,,2026-06-27,Walmart,14073,Fertilizer,amount+vendor,gm-19fdc01a4d613ee4,2026-08-07,"Various (Paul's handwritten expense log - Julio, DL, City of Waxahachie, Home Depot, Walmart)",106497,pending,hold,280 Sparkling,,1
PROP-759,280 Sparkling RECONCILED,,2026-08-05,TXU,22864,Electricity,amount,gm-1a01692ff072014f,2026-08-18,TXU Energy,21364,pending,hold,280 Sparkling,TXU,1
PROP-766,Sparkling for Title,,2026-08-05,TXU,22864,Electricity,amount,gm-1a01692ff072014f,2026-08-18,TXU Energy,21364,pending,hold,280 Sparkling,TXU,1
PROP-780,Sparkling for Title,,2026-06-04,Julio Camacho,20000,Landscaping,amount+vendor,gm-19f0452f77f79ab8,2026-06-26,"Julio (subcontractor, full name not given)",20000,pending,hold,1616 Granite,julio 200,9
PROP-783,Sparkling for Title,,2026-06-25,Mission Real Estate Group,29900,MLS Listing,amount,gm-19f3f6f506f7c073,2026-07-08,Handwritten expense worksheet (Paul) - multiple vendors,269144,pending,hold,104 Ashburne,,2
PROP-784,Sparkling for Title,,2026-06-28,Juanito Garcia,100000,Painting,amount+vendor,gm-19f57221a343c4d6,2026-06-25,Garcia Home Repair,100000,pending,post,280 Sparkling,,3
PROP-785,Sparkling for Title,,2026-06-29,Juanito Garcia,120000,Irrigation Repair,amount+vendor,gm-19f57268c36be87a,2026-06-25,Garcia Home Repair,120000,pending,post,280 Sparkling,,3
PROP-787,Sparkling for Title,,2026-07-24,Community Archives,48500,HOA Release,amount+vendor,gm-19f956c4d89292d8,2026-07-23,Community Archives (Goodwin &amp; Company),48500,pending,hold,280 Sparkling,Fwd: Payment Requested for Order #R168A,1
PROP-789,Sparkling for Title,,2026-08-05,Falcon Creek Lawn Care,5500,Landscaping,amount+vendor,gm-19fd24ebc9ed8431,2026-07-30,Falcon Creek Lawn Care,23500,posted,post,280 Sparkling,Fwd: Lawn maintenance,7
