key,tab,block,sheet_row,date,payee,desc,cents,flags,correction,match,docId,doc_vendor,doc_date,doc_total,doc_status,doc_paid_from,read_account,read_property,doc_url,gmail_url,rows_on_doc,doc_gap_cents
PROP-199,104 Ashburne,Lighting & Electrical,5,2026-02-10,Home Depot,Light Bulbs,8651,[],,strong,gm-19c488e7c2b56593,The Home Depot,2026-02-10,20087,dismissed,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/1DKM42Kn2v0aYUyOxH7gYQM0cCdCY4j_C/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19c488e7c2b56593,7,0
PROP-200,104 Ashburne,Master Bath,5,2026-02-11,Amazon,Shower Glass,32474,[],"C-3 2026-09-18: date typed 2/11/0126, read as 2026-02-11",strong,gm-19c51e93e64f8c9d,Amazon,2026-02-11,32474,posted,PAUL,1040,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19c51e93e64f8c9d,1,0
PROP-201,104 Ashburne,Small Baths,5,2026-02-18,Home Depot,Wax Rings,1942,[],,strong,gm-19c7092d542413e0,The Home Depot,2026-02-18,6956,dismissed,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/1ZaeV34-njGwfksiujmaF7ZrC-ABFg6bA/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19c7092d542413e0,5,0
PROP-202,104 Ashburne,Pool,5,2026-03-01,Atlas Pools,Deposit,200000,[],,strong,gm-19cab7819599377d,Micky Atlas Pools,2026-03-01,200000,pending,PAUL,1020,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19cab7819599377d,1,0
PROP-203,104 Ashburne,Landscaping,5,2026-01-14,Julio,Labor,20000,[],,weak,gm-19b944ec9eb500c7,"CoreLogic Solutions, LLC",2025-12-31,20000,pending,PAUL,6300,OVERHEAD,,https://mail.google.com/mail/u/0/#all/19b944ec9eb500c7,0,
PROP-204,104 Ashburne,Chimney/FIreplace/Glass,5,2026-04-21,Waxahachie Glass,Window Replacement,87818,[],,strong,gm-19db09cc256ad72b,Waxahachie Glass Corp.,2026-04-21,87818,pending,PAUL,1020,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19db09cc256ad72b,1,0
PROP-205,104 Ashburne,Kitchen,5,2026-03-09,Barker Door,Drawers,25450,[],,strong,gm-19cd4e0777d35c4c,Barker Door,2026-03-09,25450,posted,PAUL,1040,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19cd4e0777d35c4c,1,0
PROP-206,104 Ashburne,Appliances,5,2026-04-10,Luxury 4 Less Appliance,Appliaces,1031956,[],,weak,gm-19d985398a604372,Luxury 4 Less Appliances,2026-04-16,17500,pending,PAUL,1040,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19d985398a604372,1,
PROP-207,104 Ashburne,HVAC,5,2026-01-20,Amazon,6 Pack Electrical Tape,636,[],,strong,gm-19c01b8ce2add604,Amazon,2026-01-20,636,dismissed,PAUL,1030,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19c01b8ce2add604,1,0
PROP-208,104 Ashburne,House Hardware,5,2026-02-10,Amazon,Hinges,32466,[],,strong,gm-19c51f0d0ef588d9,Amazon,2026-02-10,32466,posted,PAUL,1030,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19c51f0d0ef588d9,1,0
PROP-209,104 Ashburne,Countertops & Backsplash,5,2026-03-07,Floor & Decor,Backsplash TIle,24839,[],,weak,gm-19cc9f61226563fe,Floor &amp; Decor,2026-03-07,0,pending,PAUL,,,,https://mail.google.com/mail/u/0/#all/19cc9f61226563fe,0,
PROP-210,104 Ashburne,Insurance - Farmers Insurance,5,2026-03-10,Foremost Insurance Group,March,37458,[],,strong,gm-19cd8c81d22de209,Foremost Insurance Group,2026-03-10,37458,posted,PAUL,1110,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19cd8c81d22de209,1,0
PROP-211,104 Ashburne,Utilities,5,2026-03-08,Atmos Energy,Natural Gas,64260,[],,strong,gm-19c69f8e2ceb81a7,Atmos Energy,2026-02-13,64260,pending,PAUL,,,,https://mail.google.com/mail/u/0/#all/19c69f8e2ceb81a7,1,0
PROP-212,104 Ashburne,Cleaning,5,2026-01-14,Marianna,Cleaning,50000,[],,none,,,,,,,,,,,0,
PROP-213,104 Ashburne,Supplies,5,2026-01-11,Home Depot,Dowel,448,[],,strong,gm-19badcf888c0b1cb,The Home Depot,2026-01-11,17063,dismissed,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/18kwSM9i62HT2pKEvr0gnuCMlvVbSj008/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19badcf888c0b1cb,11,1584
PROP-214,104 Ashburne,Gas/Truck/Trailer,5,2026-01-16,Shell,Gas,5298,[],,strong,gm-19bc8a7d88d9c798,Shell,2026-01-16,5298,pending,PAUL,6600,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19bc8a7d88d9c798,1,0
PROP-215,104 Ashburne,Paint & Flooring,6,2026-02-10,Chinos LLC,Flooring,1350000,[],,weak,gm-19c521cfa5452bd9,Chino's H.R. Home Renovations (Chinos LLC),2026-02-12,0,pending,UNKNOWN,,,,https://mail.google.com/mail/u/0/#all/19c521cfa5452bd9,0,
PROP-216,104 Ashburne,Trash,6,2026-01-09,Julio,Labor,20000,[],,weak,gm-19b944ec9eb500c7,"CoreLogic Solutions, LLC",2025-12-31,20000,pending,PAUL,6300,OVERHEAD,,https://mail.google.com/mail/u/0/#all/19b944ec9eb500c7,0,
PROP-217,104 Ashburne,Lighting & Electrical,6,2026-02-10,Home Depot,Spray Paint for chandeliers,755,[],,strong,gm-19c488e7c2b56593,The Home Depot,2026-02-10,20087,dismissed,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/1DKM42Kn2v0aYUyOxH7gYQM0cCdCY4j_C/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19c488e7c2b56593,7,0
PROP-218,104 Ashburne,Master Bath,6,2026-02-09,Amazon,Tub drain,4978,[],,strong,gm-19c51f2daddbeabd,Amazon,2026-02-09,9079,posted,PAUL,1040,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19c51f2daddbeabd,2,0
PROP-219,104 Ashburne,Small Baths,6,2026-02-19,Ideal Resurfacing,Tub REsurface,40000,[],,strong,gm-19c7351495140b60,Ideal Resurfacing and Flooring,2026-02-19,40000,posted,PAUL,1020,104 Ashburne,https://drive.google.com/file/d/1Cv5ACcyG7-ukhwUMreGs9k9x5AWPUfyT/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19c7351495140b60,1,0
PROP-220,104 Ashburne,Pool,6,2026-03-06,Atlas Pools,Deposit,202500,[],,strong,gm-19cc11e7f5b50560,Atlas Pools,2026-03-06,202500,pending,1402,1020,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19cc11e7f5b50560,1,0
PROP-221,104 Ashburne,Landscaping,6,2026-01-15,Julio,Labor,20000,[],,weak,gm-19b944ec9eb500c7,"CoreLogic Solutions, LLC",2025-12-31,20000,pending,PAUL,6300,OVERHEAD,,https://mail.google.com/mail/u/0/#all/19b944ec9eb500c7,0,
PROP-222,104 Ashburne,Chimney/FIreplace/Glass,6,2026-04-21,Sunstate Ren tals,Lift Rental,92226,[],,strong,gm-19e3b8a5fee70d22,Sunstate Equipment,2026-05-18,92226,pending,PAUL,1030,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19e3b8a5fee70d22,1,0
PROP-223,104 Ashburne,Kitchen,6,2026-03-17,Amazon,Under Cabinet Lights,15453,[],,weak,gm-19cfbe563f75f960,Amazon,2026-03-17,59671,pending,PAUL,1130,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19cfbe563f75f960,0,
PROP-224,104 Ashburne,HVAC,6,2026-01-17,Lowes,Pipe insulation,1806,[],,strong,gm-19bcc629a4d83e4e,"Lowe's Home Centers, LLC",2026-01-17,18034,posted,PAUL,1030,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19bcc629a4d83e4e,1,16228
PROP-225,104 Ashburne,House Hardware,6,2026-02-09,Amazon,Drawer pulls,24997,[],,weak,gm-19c51f2daddbeabd,Amazon,2026-02-09,9079,posted,PAUL,1040,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19c51f2daddbeabd,2,
PROP-226,104 Ashburne,Countertops & Backsplash,6,2026-03-08,Home Depot,Drywall for backsplash,1438,[],,strong,gm-19ccf1f38113d4f9,The Home Depot,2026-03-08,10675,posted,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/1YZP3vIlLKmDqA2Z2GYHiZhc4rLiQN0Xv/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19ccf1f38113d4f9,3,1992
PROP-227,104 Ashburne,Insurance - Farmers Insurance,6,2026-04-09,Foremost Insurance Group,April,37458,[],,strong,gm-19d22c0ca88727d6,Farmers Insurance,2026-03-22,37458,pending,PAUL,1110,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19d22c0ca88727d6,1,0
PROP-228,104 Ashburne,Utilities,6,2026-01-30,HOA,Ashburne Glen Homeowners Association,25909,[],,weak,gm-19c0fc92279d93d1,Ashburne Glen Homeowners Association,2026-01-30,25909,posted,PAUL,1130,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19c0fc92279d93d1,0,
PROP-229,104 Ashburne,Cleaning,6,2026-09-07,Marianna,Cleaning,45000,[],,none,,,,,,,,,,,0,
PROP-230,104 Ashburne,Supplies,6,2026-01-11,Home Depot,Screws,1691,[],,strong,gm-19badcf888c0b1cb,The Home Depot,2026-01-11,17063,dismissed,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/18kwSM9i62HT2pKEvr0gnuCMlvVbSj008/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19badcf888c0b1cb,11,1584
PROP-231,104 Ashburne,Gas/Truck/Trailer,6,2026-02-01,Shell,Gas,4945,[],,strong,gm-19c1afb3be5acff0,Shell,2026-02-01,4945,pending,PAUL,6600,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19c1afb3be5acff0,1,0
PROP-232,104 Ashburne,Paint & Flooring,7,2026-02-20,Juan Garcia,Paint & Floor Installation,700000,[],,none,,,,,,,,,,,0,
PROP-233,104 Ashburne,Trash,7,2026-01-16,Julio,Labor,20000,[],,weak,gm-19c2d8b7905f7407,"CoreLogic Solutions, LLC",2026-01-31,20000,pending,PAUL,6300,OVERHEAD,,https://mail.google.com/mail/u/0/#all/19c2d8b7905f7407,0,
PROP-234,104 Ashburne,Lighting & Electrical,7,2026-02-16,Home Depot,Light Bulbs,5620,[],,strong,gm-19c66a1cdb487a56,The Home Depot,2026-02-16,18338,dismissed,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/1LWOHxyo0yarxeZRyUfHTkNcRJF-6NklW/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19c66a1cdb487a56,6,541
PROP-235,104 Ashburne,Master Bath,7,2026-02-09,Amazon,Tub drain,4101,[],,strong,gm-19c51f2daddbeabd,Amazon,2026-02-09,9079,posted,PAUL,1040,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19c51f2daddbeabd,2,0
PROP-236,104 Ashburne,Small Baths,7,2026-02-20,Home Depot,Shark Bite Toilet Connectors,4499,[],,weak,gm-19c7bb272d77da5a,The Home Depot,2026-02-20,13507,dismissed,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/10cINuDYio3iwttUc8IRW1OR-px6sXc6V/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19c7bb272d77da5a,1,
PROP-237,104 Ashburne,Pool,7,2026-03-13,Atlas Pools,Payment,402500,[],,strong,gm-19ce4d01e565051f,Atlas Pools,2026-03-13,402500,pending,1402,1020,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19ce4d01e565051f,1,0
PROP-238,104 Ashburne,Landscaping,7,2026-01-13,Lowes,Yard debris bags,1342,[],,strong,gm-19bb77e42342d32c,"Lowe's Home Centers, LLC",2026-01-13,1342,posted,PAUL,1060,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19bb77e42342d32c,1,0
PROP-239,104 Ashburne,Kitchen,7,2026-03-17,Amazon,Under Cabinet Lights,3246,[],,weak,gm-19d20cf12a8888da,The Home Depot,2026-03-21,38993,pending,PAUL,1030,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19d20cf12a8888da,0,
PROP-240,104 Ashburne,HVAC,7,2026-01-10,Home Depot,Thermostat,3787,[],,strong,gm-19ba9590cb81d5f0,The Home Depot,2026-01-10,4260,posted,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/1kyud80EphC9da3rlTatYeYUsZMeiEeRj/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19ba9590cb81d5f0,2,-1
PROP-241,104 Ashburne,House Hardware,7,2026-02-04,Lowes,Door Knobs,21914,[],,strong,gm-19c54bfd346362be,"Lowe's Home Centers, LLC",2026-02-03,76899,pending,PAUL,1030,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19c54bfd346362be,3,33080
PROP-242,104 Ashburne,Countertops & Backsplash,7,2026-04-03,Seconds & Surplus,Bath Vanities,70142,[],,strong,gm-19d5549008d4307d,Seconds &amp; Surplus,2026-04-03,70142,pending,PAUL,1040,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19d5549008d4307d,1,0
PROP-243,104 Ashburne,Insurance - Farmers Insurance,7,2026-05-09,Foremost Insurance Group,May,37458,[],,strong,gm-19f076ae56b2925a,Farmers Insurance,2026-06-19,37458,pending,PAUL,1110,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19f076ae56b2925a,1,0
PROP-244,104 Ashburne,Utilities,7,2026-03-06,Energy Texas,Electricity,24017,[],,strong,gm-19c727fe5c8e59ee,"Energy Texas (Rhythm Ops, LLC)",2026-02-17,24017,posted,PAUL,1120,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19c727fe5c8e59ee,1,0
PROP-245,104 Ashburne,Supplies,7,2026-01-11,Home Depot,Electrical Tape,312,[],,strong,gm-19badcf888c0b1cb,The Home Depot,2026-01-11,17063,dismissed,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/18kwSM9i62HT2pKEvr0gnuCMlvVbSj008/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19badcf888c0b1cb,11,1584
PROP-246,104 Ashburne,Gas/Truck/Trailer,7,2026-02-01,Jiffy Lube,Oil Chnege,7351,[],,strong,gm-19c1afb84540f732,"Jiffy Lube #3752 (Premium Velocity Auto, LLC)",2026-02-01,7351,posted,PAUL,6600,OVERHEAD,https://drive.google.com/file/d/1x03DsJLQm6hfnb6SImRSSftj5cMFPJnh/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19c1afb84540f732,1,0
PROP-247,104 Ashburne,Paint & Flooring,8,2026-02-17,Home Depot,Floor Protection,12334,[],,strong,gm-19c6cab5d43c229e,The Home Depot,2026-02-17,16608,dismissed,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/1lN409tbYx_e2N3E3JktiQo-QrT14GoQt/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19c6cab5d43c229e,2,0
PROP-248,104 Ashburne,Trash,8,2026-01-07,Home Depot,Garbage Bags,6489,[],,strong,gm-19bae80800798f37,The Home Depot,2026-01-07,39355,posted,PAUL,6510,OVERHEAD,https://drive.google.com/file/d/1ZVDEqXlk7twrRuzyK-JsTl3VhzsqLH7I/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19bae80800798f37,13,2281
PROP-249,104 Ashburne,Lighting & Electrical,8,2026-02-19,Home Depot,Hall & Closet Lights,6489,[],,strong,gm-19c768d3b6197026,The Home Depot,2026-02-19,39012,dismissed,PAUL,1040,104 Ashburne,https://drive.google.com/file/d/1981pmNyhpzmog5-cgUGTTb3rjMxSE14Q/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19c768d3b6197026,9,-454
PROP-250,104 Ashburne,Master Bath,8,2026-02-03,Home Depot,Shower Faucet,31284,[],,strong,gm-19c262a76958d691,The Home Depot,2026-02-03,31284,posted,PAUL,1040,104 Ashburne,https://drive.google.com/file/d/1UAhQFpqev5DrbpMBz-G_cCflzkr6YVe5/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19c262a76958d691,1,0
PROP-251,104 Ashburne,Small Baths,8,2026-02-20,Home Depot,Angle Stops,7280,[],,weak,gm-19c7bb272d77da5a,The Home Depot,2026-02-20,13507,dismissed,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/10cINuDYio3iwttUc8IRW1OR-px6sXc6V/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19c7bb272d77da5a,1,
PROP-252,104 Ashburne,Pool,8,2026-03-29,Atlas Pools,Payment,217700,[],,weak,gm-19d253342e722062,Atlas Pools,2026-03-23,212000,pending,PAUL,1020,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19d253342e722062,1,
PROP-253,104 Ashburne,Landscaping,8,2026-01-14,Home Depot,Trash Bags,6489,[],,strong,gm-19bbd023b3e85f3b,The Home Depot,2026-01-14,6489,dismissed,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/11D2rAyQ11i3VuQZKdgQQxhW2SYdh1s4o/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19bbd023b3e85f3b,1,0
PROP-254,104 Ashburne,Kitchen,8,2026-03-14,Salvador Campos,Kitchen Backsplash,70000,[],,strong,gm-19cfcae97bf0260e,Salvador Campos,2026-03-14,190000,pending,PAUL,1020,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19cfcae97bf0260e,2,0
PROP-255,104 Ashburne,HVAC,8,2026-01-10,Home Depot,Thermostat,7573,[],,strong,gm-19bae832dd56cffa,The Home Depot,2026-01-10,8341,posted,PAUL,1040,104 Ashburne,https://drive.google.com/file/d/1MSEWqlv-p5Io13ETuZrQjNog8nPylIEO/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19bae832dd56cffa,2,1
PROP-256,104 Ashburne,House Hardware,8,2026-02-04,Lowes,Door Knobs,14068,[],,weak,gm-19c28c64aa9a29ea,Lowe's Home Improvement,2026-02-04,13423,posted,PAUL,1030,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19c28c64aa9a29ea,0,
PROP-257,104 Ashburne,Countertops & Backsplash,8,2026-04-11,Seconds & Surplus,Butcher Vlock,43298,[],,strong,gm-19d7ec4e31eef94b,Seconds &amp; Surplus,2026-04-11,43298,error,PAUL,1040,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19d7ec4e31eef94b,1,0
PROP-258,104 Ashburne,Insurance - Farmers Insurance,8,2026-06-09,Foremost Insurance Group,June,37458,[],,strong,gm-19f043eebcbd0976,Farmers Insurance,2026-06-19,37458,pending,PAUL,1110,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19f043eebcbd0976,1,0
PROP-259,104 Ashburne,Utilities,8,2026-02-23,City of Ovilla,Water,4914,[],,strong,gm-19c8bf46eab10e3a,City of Ovilla,2026-02-23,5086,posted,PAUL,1120,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19c8bf46eab10e3a,1,172
PROP-260,104 Ashburne,Supplies,8,2026-01-11,Home Depot,Wire Nuts,539,[],,strong,gm-19badcf888c0b1cb,The Home Depot,2026-01-11,17063,dismissed,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/18kwSM9i62HT2pKEvr0gnuCMlvVbSj008/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19badcf888c0b1cb,11,1584
PROP-261,104 Ashburne,Gas/Truck/Trailer,8,2026-01-21,Harbor Freight,Trailer Light,1699,[],,strong,gm-19c15ffa4a0176b8,Harbor Freight,2026-01-31,1699,pending,PAUL,6510,OVERHEAD,,https://mail.google.com/mail/u/0/#all/19c15ffa4a0176b8,1,0
PROP-262,104 Ashburne,Paint & Flooring,9,2026-02-17,Home Depot,Tape for Floor Protection,4274,[],,strong,gm-19c6cab5d43c229e,The Home Depot,2026-02-17,16608,dismissed,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/1lN409tbYx_e2N3E3JktiQo-QrT14GoQt/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19c6cab5d43c229e,2,0
PROP-263,104 Ashburne,Trash,9,2026-01-06,Julio,Labor,20000,[],,weak,gm-19b944ec9eb500c7,"CoreLogic Solutions, LLC",2025-12-31,20000,pending,PAUL,6300,OVERHEAD,,https://mail.google.com/mail/u/0/#all/19b944ec9eb500c7,0,
PROP-264,104 Ashburne,Lighting & Electrical,9,2026-02-19,Home Depot,Master Closet LED lights,8657,[],,strong,gm-19c768d3b6197026,The Home Depot,2026-02-19,39012,dismissed,PAUL,1040,104 Ashburne,https://drive.google.com/file/d/1981pmNyhpzmog5-cgUGTTb3rjMxSE14Q/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19c768d3b6197026,9,-454
PROP-265,104 Ashburne,Master Bath,9,2026-02-03,Lowes,Shower Niche,9199,[],,strong,gm-19cf79150281a75a,"Lowe's Home Centers, LLC",2026-03-16,46573,posted,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/1a0DTuwV1XP-1DnlEIGKsY6gJ2GtCfNFI/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19cf79150281a75a,8,0
PROP-266,104 Ashburne,Small Baths,9,2026-03-02,Home Depot,Copper Pipe,1619,[],,strong,gm-19cb001414554a99,The Home Depot,2026-03-02,14738,pending,PAUL,1030,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19cb001414554a99,4,8690
PROP-267,104 Ashburne,Pool,9,2026-03-20,Atlas Pools,Valve replacements,49000,[],,strong,gm-19d0df1ad5bf9d6c,Atlas Pools,2026-03-18,49000,pending,PAUL,1130,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19d0df1ad5bf9d6c,1,0
PROP-268,104 Ashburne,Landscaping,9,2026-02-12,Julio,Labor,10000,[],,weak,gm-19cc51b6b845dd1f,Shalom Granite,2026-02-19,850800,pending,PAUL,1020,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19cc51b6b845dd1f,2,
PROP-269,104 Ashburne,Kitchen,9,2026-04-10,Home Depot,Kitchen Faucet,18957,[],,weak,gm-19d775f16740a511,The Home Depot,2026-04-10,16128,dismissed,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/1ZZWXBGKWFAz2naMpYCN9EWej-44hzf7h/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19d775f16740a511,0,
PROP-270,104 Ashburne,HVAC,9,2026-01-24,Robinson Air,HVAC,60670,[],,strong,gm-19c23984521412b9,"Robinson Air &amp; Electric, Inc.",2026-01-24,60670,pending,DENNIS,1020,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19c23984521412b9,1,0
PROP-271,104 Ashburne,House Hardware,9,2026-02-04,Lowes,Door Knobs,7010,[],,strong,gm-19c54bfd346362be,"Lowe's Home Centers, LLC",2026-02-03,76899,pending,PAUL,1030,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19c54bfd346362be,3,33080
PROP-272,104 Ashburne,Insurance - Farmers Insurance,9,2026-07-09,Foremost Insurance Group,July,37458,[],,strong,gm-19f4189f59e51a5d,Foremost Insurance Group,2026-07-08,37458,posted,PAUL,1110,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19f4189f59e51a5d,1,0
PROP-273,104 Ashburne,Utilities,9,2026-03-27,Atmos Energy,Natural Gas,14159,[],,strong,gm-19ce9537b630b426,Atmos Energy,2026-03-12,14159,pending,PAUL,,,,https://mail.google.com/mail/u/0/#all/19ce9537b630b426,1,0
PROP-274,104 Ashburne,Supplies,9,2026-01-11,Home Depot,Old Work Box,756,[],,strong,gm-19badcf888c0b1cb,The Home Depot,2026-01-11,17063,dismissed,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/18kwSM9i62HT2pKEvr0gnuCMlvVbSj008/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19badcf888c0b1cb,11,1584
PROP-275,104 Ashburne,Gas/Truck/Trailer,9,2026-01-21,Harbor Freight,Trailer Light,1699,[],,strong,gm-19c1616e0c3f33fa,Harbor Freight,2026-01-31,1699,pending,PAUL,6510,OVERHEAD,,https://mail.google.com/mail/u/0/#all/19c1616e0c3f33fa,1,0
PROP-276,104 Ashburne,Paint & Flooring,10,2026-02-19,Home Depot,Spray Paint,756,[],,strong,gm-19c768d3b6197026,The Home Depot,2026-02-19,39012,dismissed,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/1981pmNyhpzmog5-cgUGTTb3rjMxSE14Q/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19c768d3b6197026,9,-454
PROP-277,104 Ashburne,Trash,10,2026-02-11,Julio,Labor,20000,[],,weak,gm-19d1cc95a5026d98,Julio,2026-03-23,50000,pending,PAUL,1020,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19d1cc95a5026d98,2,
PROP-278,104 Ashburne,Lighting & Electrical,10,2026-02-19,Home Depot,Light Bulbs,5514,[],,strong,gm-19c768d3b6197026,The Home Depot,2026-02-19,39012,dismissed,PAUL,1040,104 Ashburne,https://drive.google.com/file/d/1981pmNyhpzmog5-cgUGTTb3rjMxSE14Q/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19c768d3b6197026,9,-454
PROP-279,104 Ashburne,Master Bath,10,2026-02-10,Home Depot,Angle Stops,4954,[],,strong,gm-19c488e7c2b56593,The Home Depot,2026-02-10,20087,dismissed,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/1DKM42Kn2v0aYUyOxH7gYQM0cCdCY4j_C/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19c488e7c2b56593,7,0
PROP-280,104 Ashburne,Small Baths,10,2026-03-02,Home Depot,Sharkbite Fittings ,3228,[],,strong,gm-19cb1495d71c53af,The Home Depot,2026-03-02,3228,dismissed,PAUL,1030,104 Ashburne,https://drive.google.com/file/d/1j9kHSKKd2f8YHxQtXozOkAzABHel6kcW/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19cb1495d71c53af,1,0
PROP-281,104 Ashburne,Pool,10,2026-03-20,Atlas Pools,Floaty thing,2165,[],,strong,gm-19d3c4ca8ef8ddfb,Atlas Pools,2026-03-20,2165,pending,PAUL,,,,https://mail.google.com/mail/u/0/#all/19d3c4ca8ef8ddfb,1,0
PROP-282,104 Ashburne,Landscaping,10,2026-02-16,Julio,Labor,20000,[],,weak,gm-19d1cc95a5026d98,Julio,2026-03-23,50000,pending,PAUL,1020,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19d1cc95a5026d98,2,
PROP-283,104 Ashburne,HVAC,10,2026-05-05,Robinson Air,HVAC,106574,[],,strong,gm-19dfabd73aaac412,"Robinson Air &amp; Electric, Inc.",2026-03-28,106574,pending,DENNIS,1030,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19dfabd73aaac412,1,0
PROP-284,104 Ashburne,House Hardware,10,2026-02-04,Lowes,Smokle Detectors,14895,[],,strong,gm-19c54bfd346362be,"Lowe's Home Centers, LLC",2026-02-03,76899,pending,PAUL,1030,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19c54bfd346362be,3,33080
PROP-285,104 Ashburne,Insurance - Farmers Insurance,10,2026-08-07,Foremost Insurance Group,August,37458,[],,strong,gm-19fec5d90578892d,Foremost Insurance Group,2026-08-07,37458,error,PAUL,1110,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19fec5d90578892d,1,0
PROP-286,104 Ashburne,Utilities,10,2026-05-08,Atmos Energy,Natural Gas,19700,[],,strong,gm-19e09b39421dc9af,Atmos Energy,2026-05-08,19700,pending,PAUL,1120,104 Ashburne,,https://mail.google.com/mail/u/0/#all/19e09b39421dc9af,1,0
