txn_id,date,property,trade,account,account_source,amount_cents,payee,description,paid_from,paid_from_source,source,docId,doc_url,link_kind,match,old_tab,old_block,old_sheet_row,flags,correction,skip,business_purpose,attendee
migration-20260306-5481469e82a5,2026-03-06,104 Ashburne,Pool,1020,read,202500,Atlas Pools,Deposit,1402,read,migration,gm-19cc11e7f5b50560,https://mail.google.com/mail/u/0/#all/19cc11e7f5b50560,gmail,strong,104 Ashburne,Pool,6,,,,,
migration-20260115-3041754eb40c,2026-01-15,104 Ashburne,Landscaping,1020,payee (labor),20000,Julio,Labor,PAUL,D-026.2 (before August),migration,,,,none,104 Ashburne,Landscaping,6,NO_DOC,,,,
migration-20260421-7241dc8add8a,2026-04-21,104 Ashburne,Chimney/FIreplace/Glass,1030,read,92226,Sunstate Ren tals,Lift Rental,PAUL,read,migration,gm-19e3b8a5fee70d22,https://mail.google.com/mail/u/0/#all/19e3b8a5fee70d22,gmail,strong,104 Ashburne,Chimney/FIreplace/Glass,6,,,,,
migration-20260317-a66a1995d7a8,2026-03-17,104 Ashburne,Kitchen,1130,read,15453,Amazon,Under Cabinet Lights,PAUL,read,migration,gm-19cfbe563f75f960,https://mail.google.com/mail/u/0/#all/19cfbe563f75f960,gmail,strong,104 Ashburne,Kitchen,6,,,,,
migration-20260117-a712f0a05917,2026-01-17,104 Ashburne,HVAC,1030,read,1806,Lowes,Pipe insulation,PAUL,read,migration,gm-19bcc629a4d83e4e,https://mail.google.com/mail/u/0/#all/19bcc629a4d83e4e,gmail,strong,104 Ashburne,HVAC,6,,,,,
migration-20260209-fddee1af9416,2026-02-09,104 Ashburne,House Hardware,1040,read,24997,Amazon,Drawer pulls,PAUL,D-026.2 (before August),migration,gm-19c3e95a4b9ed901,https://mail.google.com/mail/u/0/#all/19c3e95a4b9ed901,gmail,strong,104 Ashburne,House Hardware,6,,,,,
migration-20260308-91c61672d586,2026-03-08,104 Ashburne,Countertops & Backsplash,1030,read,1438,Home Depot,Drywall for backsplash,PAUL,read,migration,gm-19ccf1f38113d4f9,https://drive.google.com/file/d/1YZP3vIlLKmDqA2Z2GYHiZhc4rLiQN0Xv/view?usp=drivesdk,drive,strong,104 Ashburne,Countertops & Backsplash,6,,,,,
migration-20260409-6f3087df080a,2026-04-09,104 Ashburne,Insurance - Farmers Insurance,1110,read,37458,Foremost Insurance Group,April,PAUL,read,migration,gm-19d22c0ca88727d6,https://mail.google.com/mail/u/0/#all/19d22c0ca88727d6,gmail,strong,104 Ashburne,Insurance - Farmers Insurance,6,,,,,
migration-20260130-5b5355bbe1d4,2026-01-30,104 Ashburne,Utilities,1130,read,25909,HOA,Ashburne Glen Homeowners Association,PAUL,read,migration,gm-19c0fc92279d93d1,https://mail.google.com/mail/u/0/#all/19c0fc92279d93d1,gmail,strong,104 Ashburne,Utilities,6,,,,,
migration-20260907-1d54956ddf3a,2026-09-07,104 Ashburne,Cleaning,1020,payee (labor),45000,Marianna,Cleaning,PAUL,Paul: 2026-09-18: the other 33 August-onward rows with no payer - 'all personal card ending in 9166',migration,gm-1a07ec26660d7659,https://mail.google.com/mail/u/0/#all/1a07ec26660d7659,gmail,strong,104 Ashburne,Cleaning,6,,,,,
migration-20260111-1f702620eb70,2026-01-11,104 Ashburne,Supplies,1030,read,1691,Home Depot,Screws,PAUL,read,migration,gm-19badcf888c0b1cb,https://drive.google.com/file/d/18kwSM9i62HT2pKEvr0gnuCMlvVbSj008/view?usp=drivesdk,drive,strong,104 Ashburne,Supplies,6,,,,,
migration-20260201-a32dee77d684,2026-02-01,OVERHEAD,Gas/Truck/Trailer,6600,D-026.9 fuel block,4945,Shell,Gas,PAUL,read,migration,gm-19c1afb3be5acff0,https://mail.google.com/mail/u/0/#all/19c1afb3be5acff0,gmail,strong,104 Ashburne,Gas/Truck/Trailer,6,MOVED_TO_OVERHEAD:104 Ashburne,,,Migrated from the old books (Gas/Truck/Trailer): Gas,
migration-20260220-9cf657f5e831,2026-02-20,104 Ashburne,Paint & Flooring,1030,payee (retailer),700000,Juan Garcia,Paint & Floor Installation,PAUL,D-026.2 (before August),migration,,,,none,104 Ashburne,Paint & Flooring,7,NO_DOC,,,,
migration-20260116-2d0e3724cd52,2026-01-16,104 Ashburne,Trash,1020,block map,20000,Julio,Labor,PAUL,D-026.2 (before August),migration,,,,none,104 Ashburne,Trash,7,NO_DOC,,,,
migration-20260216-deec4d5e77b4,2026-02-16,104 Ashburne,Lighting & Electrical,1030,read,5620,Home Depot,Light Bulbs,PAUL,read,migration,gm-19c66a1cdb487a56,https://drive.google.com/file/d/1LWOHxyo0yarxeZRyUfHTkNcRJF-6NklW/view?usp=drivesdk,drive,strong,104 Ashburne,Lighting & Electrical,7,,,,,
migration-20260209-edc43962caaf,2026-02-09,104 Ashburne,Master Bath,1040,read,4101,Amazon,Tub drain,PAUL,read,migration,gm-19c51f2daddbeabd,https://mail.google.com/mail/u/0/#all/19c51f2daddbeabd,gmail,strong,104 Ashburne,Master Bath,7,,,,,
migration-20260220-c404238bb576,2026-02-20,104 Ashburne,Small Baths,1030,payee (retailer),4499,Home Depot,Shark Bite Toilet Connectors,PAUL,D-026.2 (before August),migration,,,,weak,104 Ashburne,Small Baths,7,WEAK_MATCH_UNCONFIRMED,,,,
migration-20260313-591053b989d1,2026-03-13,104 Ashburne,Pool,1020,read,402500,Atlas Pools,Payment,1402,read,migration,gm-19ce4d01e565051f,https://mail.google.com/mail/u/0/#all/19ce4d01e565051f,gmail,strong,104 Ashburne,Pool,7,,,,,
migration-20260113-84157dec6e86,2026-01-13,104 Ashburne,Landscaping,1060,read,1342,Lowes,Yard debris bags,PAUL,read,migration,gm-19bb77e42342d32c,https://mail.google.com/mail/u/0/#all/19bb77e42342d32c,gmail,strong,104 Ashburne,Landscaping,7,,,,,
migration-20260317-888912138824,2026-03-17,104 Ashburne,Kitchen,1030,payee (retailer),3246,Amazon,Under Cabinet Lights,PAUL,D-026.2 (before August),migration,,,,none,104 Ashburne,Kitchen,7,NO_DOC,,,,
migration-20260110-a010c91f4580,2026-01-10,104 Ashburne,HVAC,1030,read,3787,Home Depot,Thermostat,PAUL,read,migration,gm-19ba9590cb81d5f0,https://drive.google.com/file/d/1kyud80EphC9da3rlTatYeYUsZMeiEeRj/view?usp=drivesdk,drive,strong,104 Ashburne,HVAC,7,,,,,
migration-20260204-795b9fe4d16e,2026-02-04,104 Ashburne,House Hardware,1030,read,21914,Lowes,Door Knobs,PAUL,read,migration,gm-19c54bfd346362be,https://mail.google.com/mail/u/0/#all/19c54bfd346362be,gmail,strong,104 Ashburne,House Hardware,7,,,,,
migration-20260403-92b18c5bbe32,2026-04-03,104 Ashburne,Countertops & Backsplash,1040,read,70142,Seconds & Surplus,Bath Vanities,PAUL,read,migration,gm-19d5549008d4307d,https://mail.google.com/mail/u/0/#all/19d5549008d4307d,gmail,strong,104 Ashburne,Countertops & Backsplash,7,,,,,
migration-20260509-8d93990c0a67,2026-05-09,104 Ashburne,Insurance - Farmers Insurance,1110,read,37458,Foremost Insurance Group,May,PAUL,read,migration,gm-19f076ae56b2925a,https://mail.google.com/mail/u/0/#all/19f076ae56b2925a,gmail,strong,104 Ashburne,Insurance - Farmers Insurance,7,,,,,
migration-20260306-eefeb31ef92c,2026-03-06,104 Ashburne,Utilities,1120,read,24017,Energy Texas,Electricity,PAUL,read,migration,gm-19c727fe5c8e59ee,https://mail.google.com/mail/u/0/#all/19c727fe5c8e59ee,gmail,strong,104 Ashburne,Utilities,7,,,,,
migration-20260111-e715db2c83c4,2026-01-11,104 Ashburne,Supplies,1030,read,312,Home Depot,Electrical Tape,PAUL,read,migration,gm-19badcf888c0b1cb,https://drive.google.com/file/d/18kwSM9i62HT2pKEvr0gnuCMlvVbSj008/view?usp=drivesdk,drive,strong,104 Ashburne,Supplies,7,,,,,
migration-20260201-50e637cab62a,2026-02-01,OVERHEAD,Gas/Truck/Trailer,6600,D-026.9 fuel block,7351,Jiffy Lube,Oil Chnege,PAUL,read,migration,gm-19c1afb84540f732,https://drive.google.com/file/d/1x03DsJLQm6hfnb6SImRSSftj5cMFPJnh/view?usp=drivesdk,drive,strong,104 Ashburne,Gas/Truck/Trailer,7,MOVED_TO_OVERHEAD:104 Ashburne,,,Migrated from the old books (Gas/Truck/Trailer): Oil Chnege,
migration-20260217-db1ce02a17e2,2026-02-17,104 Ashburne,Paint & Flooring,1030,read,12334,Home Depot,Floor Protection,PAUL,read,migration,gm-19c6cab5d43c229e,https://drive.google.com/file/d/1lN409tbYx_e2N3E3JktiQo-QrT14GoQt/view?usp=drivesdk,drive,strong,104 Ashburne,Paint & Flooring,8,,,,,
migration-20260107-cfb3eb3d62dc,2026-01-07,104 Ashburne,Trash,1030,"read (65xx on a property -> 1030, D-026.3)",6489,Home Depot,Garbage Bags,PAUL,read,migration,gm-19bae80800798f37,https://drive.google.com/file/d/1ZVDEqXlk7twrRuzyK-JsTl3VhzsqLH7I/view?usp=drivesdk,drive,strong,104 Ashburne,Trash,8,,,,,
migration-20260219-130027771142,2026-02-19,104 Ashburne,Lighting & Electrical,1040,read,6489,Home Depot,Hall & Closet Lights,PAUL,read,migration,gm-19c768d3b6197026,https://drive.google.com/file/d/1981pmNyhpzmog5-cgUGTTb3rjMxSE14Q/view?usp=drivesdk,drive,strong,104 Ashburne,Lighting & Electrical,8,,,,,
migration-20260203-2112c609c89d,2026-02-03,104 Ashburne,Master Bath,1040,read,31284,Home Depot,Shower Faucet,PAUL,read,migration,gm-19c262a76958d691,https://drive.google.com/file/d/1UAhQFpqev5DrbpMBz-G_cCflzkr6YVe5/view?usp=drivesdk,drive,strong,104 Ashburne,Master Bath,8,,,,,
migration-20260220-0b2ce374a909,2026-02-20,104 Ashburne,Small Baths,1030,read,7280,Home Depot,Angle Stops,PAUL,read,migration,gm-19c7bb272d77da5a,https://drive.google.com/file/d/10cINuDYio3iwttUc8IRW1OR-px6sXc6V/view?usp=drivesdk,drive,strong,104 Ashburne,Small Baths,8,,,,,
migration-20260329-dbfac49f5a0e,2026-03-29,104 Ashburne,Pool,1020,read,217700,Atlas Pools,Payment,PAUL,D-026.2 (before August),migration,gm-19d48c027c0e05fa,https://mail.google.com/mail/u/0/#all/19d48c027c0e05fa,gmail,strong,104 Ashburne,Pool,8,,,,,
migration-20260114-261202f72914,2026-01-14,104 Ashburne,Landscaping,1030,read,6489,Home Depot,Trash Bags,PAUL,read,migration,gm-19bbd023b3e85f3b,https://drive.google.com/file/d/11D2rAyQ11i3VuQZKdgQQxhW2SYdh1s4o/view?usp=drivesdk,drive,strong,104 Ashburne,Landscaping,8,,,,,
migration-20260314-23d4a9f3cc02,2026-03-14,104 Ashburne,Kitchen,1020,read,70000,Salvador Campos,Kitchen Backsplash,PAUL,read,migration,gm-19cfcae97bf0260e,https://mail.google.com/mail/u/0/#all/19cfcae97bf0260e,gmail,strong,104 Ashburne,Kitchen,8,,,,,
migration-20260110-b40f9b86a005,2026-01-10,104 Ashburne,HVAC,1040,read,7573,Home Depot,Thermostat,PAUL,read,migration,gm-19bae832dd56cffa,https://drive.google.com/file/d/1MSEWqlv-p5Io13ETuZrQjNog8nPylIEO/view?usp=drivesdk,drive,strong,104 Ashburne,HVAC,8,,,,,
migration-20260204-cb7331179346,2026-02-04,104 Ashburne,House Hardware,1030,payee (retailer),14068,Lowes,Door Knobs,PAUL,D-026.2 (before August),migration,,,,none,104 Ashburne,House Hardware,8,NO_DOC,,,,
migration-20260411-0e7ae012ff40,2026-04-11,104 Ashburne,Countertops & Backsplash,1040,read,43298,Seconds & Surplus,Butcher Vlock,PAUL,read,migration,gm-19d7ec4e31eef94b,https://mail.google.com/mail/u/0/#all/19d7ec4e31eef94b,gmail,strong,104 Ashburne,Countertops & Backsplash,8,,,,,
migration-20260609-37556ccc3a3f,2026-06-09,104 Ashburne,Insurance - Farmers Insurance,1110,read,37458,Foremost Insurance Group,June,PAUL,read,migration,gm-19f043eebcbd0976,https://mail.google.com/mail/u/0/#all/19f043eebcbd0976,gmail,strong,104 Ashburne,Insurance - Farmers Insurance,8,,,,,
migration-20260223-8add1cffd649,2026-02-23,104 Ashburne,Utilities,1120,read,4914,City of Ovilla,Water,PAUL,read,migration,gm-19c8bf46eab10e3a,https://mail.google.com/mail/u/0/#all/19c8bf46eab10e3a,gmail,strong,104 Ashburne,Utilities,8,,,,,
migration-20260111-ed3b1ff390ec,2026-01-11,104 Ashburne,Supplies,1030,read,539,Home Depot,Wire Nuts,PAUL,read,migration,gm-19badcf888c0b1cb,https://drive.google.com/file/d/18kwSM9i62HT2pKEvr0gnuCMlvVbSj008/view?usp=drivesdk,drive,strong,104 Ashburne,Supplies,8,,,,,
migration-20260121-e5f61de23ec5,2026-01-21,OVERHEAD,Gas/Truck/Trailer,6600,D-026.9 fuel block,1699,Harbor Freight,Trailer Light,PAUL,read,migration,gm-19c15ffa4a0176b8,https://mail.google.com/mail/u/0/#all/19c15ffa4a0176b8,gmail,strong,104 Ashburne,Gas/Truck/Trailer,8,MOVED_TO_OVERHEAD:104 Ashburne,,,Migrated from the old books (Gas/Truck/Trailer): Trailer Light,
migration-20260217-040c9cdc00b6,2026-02-17,104 Ashburne,Paint & Flooring,1030,read,4274,Home Depot,Tape for Floor Protection,PAUL,read,migration,gm-19c6cab5d43c229e,https://drive.google.com/file/d/1lN409tbYx_e2N3E3JktiQo-QrT14GoQt/view?usp=drivesdk,drive,strong,104 Ashburne,Paint & Flooring,9,,,,,
migration-20260106-d465d7cf0df4,2026-01-06,104 Ashburne,Trash,1020,block map,20000,Julio,Labor,PAUL,D-026.2 (before August),migration,,,,none,104 Ashburne,Trash,9,NO_DOC,,,,
migration-20260219-ac2031eacaaf,2026-02-19,104 Ashburne,Lighting & Electrical,1040,read,8657,Home Depot,Master Closet LED lights,PAUL,read,migration,gm-19c768d3b6197026,https://drive.google.com/file/d/1981pmNyhpzmog5-cgUGTTb3rjMxSE14Q/view?usp=drivesdk,drive,strong,104 Ashburne,Lighting & Electrical,9,,,,,
migration-20260203-3471be5c21be,2026-02-03,104 Ashburne,Master Bath,1030,read,9199,Lowes,Shower Niche,PAUL,read,migration,gm-19cf79150281a75a,https://drive.google.com/file/d/1a0DTuwV1XP-1DnlEIGKsY6gJ2GtCfNFI/view?usp=drivesdk,drive,strong,104 Ashburne,Master Bath,9,,,,,
migration-20260302-e5299709adcd,2026-03-02,104 Ashburne,Small Baths,1030,read,1619,Home Depot,Copper Pipe,PAUL,read,migration,gm-19cb001414554a99,https://mail.google.com/mail/u/0/#all/19cb001414554a99,gmail,strong,104 Ashburne,Small Baths,9,,,,,
migration-20260320-f60822df08b4,2026-03-20,104 Ashburne,Pool,1130,read,49000,Atlas Pools,Valve replacements,PAUL,read,migration,gm-19d0df1ad5bf9d6c,https://mail.google.com/mail/u/0/#all/19d0df1ad5bf9d6c,gmail,strong,104 Ashburne,Pool,9,,,,,
migration-20260212-4029bdaa41bc,2026-02-12,104 Ashburne,Landscaping,1020,payee (labor),10000,Julio,Labor,PAUL,D-026.2 (before August),migration,,,,none,104 Ashburne,Landscaping,9,NO_DOC,,,,
migration-20260410-bbf6d569fbe6,2026-04-10,104 Ashburne,Kitchen,1030,payee (retailer),18957,Home Depot,Kitchen Faucet,PAUL,D-026.2 (before August),migration,,,,none,104 Ashburne,Kitchen,9,NO_DOC,,,,
migration-20260124-e2852589a7b1,2026-01-24,104 Ashburne,HVAC,1020,read,60670,Robinson Air,HVAC,PAUL,"D-032 (Ashburne: Dennis's money is the cash advance, not the row)",migration,gm-19c23984521412b9,https://mail.google.com/mail/u/0/#all/19c23984521412b9,gmail,strong,104 Ashburne,HVAC,9,,,,,
migration-20260204-2c568481a93b,2026-02-04,104 Ashburne,House Hardware,1030,read,7010,Lowes,Door Knobs,PAUL,read,migration,gm-19c54bfd346362be,https://mail.google.com/mail/u/0/#all/19c54bfd346362be,gmail,strong,104 Ashburne,House Hardware,9,,,,,
migration-20260709-4a2313d43318,2026-07-09,104 Ashburne,Insurance - Farmers Insurance,1110,read,37458,Foremost Insurance Group,July,PAUL,read,migration,gm-19f4189f59e51a5d,https://mail.google.com/mail/u/0/#all/19f4189f59e51a5d,gmail,strong,104 Ashburne,Insurance - Farmers Insurance,9,,,,,
migration-20260327-26a317dd4b9c,2026-03-27,104 Ashburne,Utilities,1120,block map,14159,Atmos Energy,Natural Gas,PAUL,read,migration,gm-19ce9537b630b426,https://mail.google.com/mail/u/0/#all/19ce9537b630b426,gmail,strong,104 Ashburne,Utilities,9,,,,,
migration-20260111-9be3a2758f02,2026-01-11,104 Ashburne,Supplies,1030,read,756,Home Depot,Old Work Box,PAUL,read,migration,gm-19badcf888c0b1cb,https://drive.google.com/file/d/18kwSM9i62HT2pKEvr0gnuCMlvVbSj008/view?usp=drivesdk,drive,strong,104 Ashburne,Supplies,9,,,,,
migration-20260121-6474bf999041,2026-01-21,OVERHEAD,Gas/Truck/Trailer,6600,D-026.9 fuel block,1699,Harbor Freight,Trailer Light,PAUL,read,migration,gm-19c1616e0c3f33fa,https://mail.google.com/mail/u/0/#all/19c1616e0c3f33fa,gmail,strong,104 Ashburne,Gas/Truck/Trailer,9,MOVED_TO_OVERHEAD:104 Ashburne,,,Migrated from the old books (Gas/Truck/Trailer): Trailer Light,
migration-20260219-2bc1afdb1521,2026-02-19,104 Ashburne,Paint & Flooring,1030,read,756,Home Depot,Spray Paint,PAUL,read,migration,gm-19c768d3b6197026,https://drive.google.com/file/d/1981pmNyhpzmog5-cgUGTTb3rjMxSE14Q/view?usp=drivesdk,drive,strong,104 Ashburne,Paint & Flooring,10,,,,,
migration-20260211-13328d787f60,2026-02-11,104 Ashburne,Trash,1020,block map,20000,Julio,Labor,PAUL,D-026.2 (before August),migration,,,,none,104 Ashburne,Trash,10,NO_DOC,,,,
migration-20260219-9a630cb97258,2026-02-19,104 Ashburne,Lighting & Electrical,1040,read,5514,Home Depot,Light Bulbs,PAUL,read,migration,gm-19c768d3b6197026,https://drive.google.com/file/d/1981pmNyhpzmog5-cgUGTTb3rjMxSE14Q/view?usp=drivesdk,drive,strong,104 Ashburne,Lighting & Electrical,10,,,,,
migration-20260210-aadf4d3eb6e3,2026-02-10,104 Ashburne,Master Bath,1030,read,4954,Home Depot,Angle Stops,PAUL,read,migration,gm-19c488e7c2b56593,https://drive.google.com/file/d/1DKM42Kn2v0aYUyOxH7gYQM0cCdCY4j_C/view?usp=drivesdk,drive,strong,104 Ashburne,Master Bath,10,,,,,
migration-20260302-a12d4f1e8eb9,2026-03-02,104 Ashburne,Small Baths,1030,read,3228,Home Depot,Sharkbite Fittings ,PAUL,read,migration,gm-19cb1495d71c53af,https://drive.google.com/file/d/1j9kHSKKd2f8YHxQtXozOkAzABHel6kcW/view?usp=drivesdk,drive,strong,104 Ashburne,Small Baths,10,,,,,
migration-20260320-4add84f67223,2026-03-20,104 Ashburne,Pool,1020,payee (labor),2165,Atlas Pools,Floaty thing,PAUL,read,migration,gm-19d3c4ca8ef8ddfb,https://mail.google.com/mail/u/0/#all/19d3c4ca8ef8ddfb,gmail,strong,104 Ashburne,Pool,10,,,,,
migration-20260216-2f572ea63a8a,2026-02-16,104 Ashburne,Landscaping,1020,payee (labor),20000,Julio,Labor,PAUL,D-026.2 (before August),migration,,,,none,104 Ashburne,Landscaping,10,NO_DOC,,,,
migration-20260505-54a6301a027e,2026-05-05,104 Ashburne,HVAC,1030,read,106574,Robinson Air,HVAC,PAUL,"D-032 (Ashburne: Dennis's money is the cash advance, not the row)",migration,gm-19dfabd73aaac412,https://mail.google.com/mail/u/0/#all/19dfabd73aaac412,gmail,strong,104 Ashburne,HVAC,10,,,,,
migration-20260204-24459eae892a,2026-02-04,104 Ashburne,House Hardware,1030,read,14895,Lowes,Smokle Detectors,PAUL,read,migration,gm-19c54bfd346362be,https://mail.google.com/mail/u/0/#all/19c54bfd346362be,gmail,strong,104 Ashburne,House Hardware,10,,,,,
migration-20260807-36a67aeefd9c,2026-08-07,104 Ashburne,Insurance - Farmers Insurance,1110,read,37458,Foremost Insurance Group,August,PAUL,read,migration,gm-19fec5d90578892d,https://mail.google.com/mail/u/0/#all/19fec5d90578892d,gmail,strong,104 Ashburne,Insurance - Farmers Insurance,10,,,,,
migration-20260508-c8c15142023e,2026-05-08,104 Ashburne,Utilities,1120,read,19700,Atmos Energy,Natural Gas,PAUL,read,migration,gm-19e09b39421dc9af,https://mail.google.com/mail/u/0/#all/19e09b39421dc9af,gmail,strong,104 Ashburne,Utilities,10,,,,,
migration-20260111-f27d00c3fd03,2026-01-11,104 Ashburne,Supplies,1030,read,816,Home Depot,Lag Screws,PAUL,read,migration,gm-19badcf888c0b1cb,https://drive.google.com/file/d/18kwSM9i62HT2pKEvr0gnuCMlvVbSj008/view?usp=drivesdk,drive,strong,104 Ashburne,Supplies,10,,,,,
migration-20260201-b958f6c69b41,2026-02-01,OVERHEAD,Gas/Truck/Trailer,6600,D-026.9 fuel block,16017,Home Depot,Trailer Lumber,PAUL,read,migration,gm-19c1bbf8d22774d9,https://mail.google.com/mail/u/0/#all/19c1bbf8d22774d9,gmail,strong,104 Ashburne,Gas/Truck/Trailer,10,MOVED_TO_OVERHEAD:104 Ashburne,,,Migrated from the old books (Gas/Truck/Trailer): Trailer Lumber,
migration-20260219-3cfe4f2cf3ff,2026-02-19,104 Ashburne,Paint & Flooring,1030,read,12334,Home Depot,Floor Protection,PAUL,read,migration,gm-19c77180389ec215,https://drive.google.com/file/d/1aGAEU4iZq9B0mlQKKy3xz_MNINxHmsi7/view?usp=drivesdk,drive,strong,104 Ashburne,Paint & Flooring,11,,,,,
migration-20260211-192b1fa1fda3,2026-02-11,104 Ashburne,Trash,1060,read,2250,City of Corsicana,Dump,PAUL,read,migration,gm-19c524a368afa28e,https://drive.google.com/file/d/1yMS9cSU3oiNtAhL_XcX_oGjNwB3UIhyV/view?usp=drivesdk,drive,strong,104 Ashburne,Trash,11,,,,,
migration-20260219-57506f8be5d1,2026-02-19,104 Ashburne,Lighting & Electrical,1040,read,7571,Home Depot,Recessed LED Replacements,PAUL,read,migration,gm-19c77b8ad0ecc11d,https://mail.google.com/mail/u/0/#all/19c77b8ad0ecc11d,gmail,strong,104 Ashburne,Lighting & Electrical,11,,,,,
migration-20260213-3da7ce6da137,2026-02-13,104 Ashburne,Master Bath,1020,payee (labor),388000,Salvador Campos,Shower TIle Labor,PAUL,D-026.2 (before August),migration,,,,none,104 Ashburne,Master Bath,11,NO_DOC,,,,
migration-20260305-e164f94a7320,2026-03-05,104 Ashburne,Small Baths,1030,read,1080,Home Depot,Plunger,PAUL,read,migration,gm-19cf2444d6efb00f,https://drive.google.com/file/d/1-edI43EIwShtWAM_tngrOn0saxuC1osZ/view?usp=drivesdk,drive,strong,104 Ashburne,Small Baths,11,,,,,
migration-20260313-de62fee3887c,2026-03-13,104 Ashburne,Pool,1030,read,4328,Home Depot,Hose,PAUL,read,migration,gm-19ce7aeac97e5535,https://mail.google.com/mail/u/0/#all/19ce7aeac97e5535,gmail,strong,104 Ashburne,Pool,11,,,,,
migration-20260217-b6c9a3e26024,2026-02-17,104 Ashburne,Landscaping,1020,payee (labor),20000,Julio,Labor,PAUL,D-026.2 (before August),migration,,,,none,104 Ashburne,Landscaping,11,NO_DOC,,,,
migration-20260217-c28be960a1c9,2026-02-17,104 Ashburne,House Hardware,1030,read,26815,MyKnobs.com,Double door knobs,PAUL,read,migration,gm-19c72800f7d3e852,https://mail.google.com/mail/u/0/#all/19c72800f7d3e852,gmail,strong,104 Ashburne,House Hardware,11,,,,,
migration-20260907-6059aaf0187b,2026-09-07,104 Ashburne,Insurance - Farmers Insurance,1110,read,37458,Foremost Insurance Group,Sept,PAUL,read,migration,gm-1a0175f65049f28b,https://mail.google.com/mail/u/0/#all/1a0175f65049f28b,gmail,strong,104 Ashburne,Insurance - Farmers Insurance,11,,,,,
migration-20260406-4707dff0feea,2026-04-06,104 Ashburne,Utilities,1120,read,6876,Energy Texas,Electricity,PAUL,read,migration,gm-19d6380481e76f15,https://drive.google.com/file/d/1hadO7lBjlRNR8Ysc1Eap0NyendeWFxGW/view?usp=drivesdk,drive,strong,104 Ashburne,Utilities,11,,,,,
migration-20260107-c7119dddbe92,2026-01-07,104 Ashburne,Supplies,1030,read,106,Home Depot,Paper Towels,PAUL,read,migration,gm-19bae80800798f37,https://drive.google.com/file/d/1ZVDEqXlk7twrRuzyK-JsTl3VhzsqLH7I/view?usp=drivesdk,drive,strong,104 Ashburne,Supplies,11,,,,,
migration-20260203-c7bf979666cd,2026-02-03,OVERHEAD,Gas/Truck/Trailer,6600,D-026.9 fuel block,4517,Shell,Gas,PAUL,read,migration,gm-19c265b1151d57f5,https://mail.google.com/mail/u/0/#all/19c265b1151d57f5,gmail,strong,104 Ashburne,Gas/Truck/Trailer,11,MOVED_TO_OVERHEAD:104 Ashburne,,,Migrated from the old books (Gas/Truck/Trailer): Gas,
migration-20260222-5cbc361e204e,2026-02-22,104 Ashburne,Paint & Flooring,1030,read,69533,Architectual Depot,Quarter Round,PAUL,read,migration,gm-19c86e9af6ee7c6d,https://mail.google.com/mail/u/0/#all/19c86e9af6ee7c6d,gmail,strong,104 Ashburne,Paint & Flooring,12,,,,,
migration-20260212-d6afbf2e59ba,2026-02-12,104 Ashburne,Trash,1020,block map,10000,Julio,Labor,PAUL,D-026.2 (before August),migration,,,,weak,104 Ashburne,Trash,12,WEAK_MATCH_UNCONFIRMED,,DROPPED_BY_PAUL C-9: 2026-09-18: 'the toilet is a duplicate and so are the julio charges if they are the same date',,
migration-20260219-37bc174b7038,2026-02-19,104 Ashburne,Lighting & Electrical,1040,read,3244,Home Depot,Closet Light,PAUL,read,migration,gm-19c768d3b6197026,https://drive.google.com/file/d/1981pmNyhpzmog5-cgUGTTb3rjMxSE14Q/view?usp=drivesdk,drive,strong,104 Ashburne,Lighting & Electrical,12,,,,,
migration-20260212-f602e4bd95c3,2026-02-12,104 Ashburne,Master Bath,1030,"read (65xx on a property -> 1030, D-026.3)",1047,Home Depot,PEX,PAUL,read,migration,gm-19c529f443b9a66e,https://mail.google.com/mail/u/0/#all/19c529f443b9a66e,gmail,strong,104 Ashburne,Master Bath,12,,,,,
migration-20260305-466902c79e91,2026-03-05,104 Ashburne,Small Baths,1040,read,11799,Home Depot,Toilet,PAUL,read,migration,gm-19cc387a05beb25b,https://drive.google.com/file/d/1RR1QxC7JmRWQRmwa5SjyYAV5cRtduf-_/view?usp=drivesdk,drive,strong,104 Ashburne,Small Baths,12,,,,,
migration-20260317-1fc7f042a692,2026-03-17,104 Ashburne,Pool,1130,read,41134,Amazon,Aiper Pool Robot,PAUL,read,migration,gm-19cfbe563f75f960,https://mail.google.com/mail/u/0/#all/19cfbe563f75f960,gmail,strong,104 Ashburne,Pool,12,,,,,
migration-20260218-235ef7560f62,2026-02-18,104 Ashburne,Landscaping,1020,payee (labor),20000,Julio,Labor,PAUL,D-026.2 (before August),migration,,,,none,104 Ashburne,Landscaping,12,NO_DOC,,,,
migration-20260228-d569478fc0a4,2026-02-28,104 Ashburne,House Hardware,1030,read,248,Home Depot,Threaded Rod,PAUL,read,migration,gm-19ca6987ecb649fd,https://drive.google.com/file/d/1GQ3fVGzat5Je9dONMyPGx_wD_7o8GqGD/view?usp=drivesdk,drive,strong,104 Ashburne,House Hardware,12,,,,,
migration-20260504-42b3b376638c,2026-05-04,104 Ashburne,Utilities,1120,read,8022,Energy Texas,Electricity,PAUL,read,migration,gm-19db68cdc0f2c8e2,https://mail.google.com/mail/u/0/#all/19db68cdc0f2c8e2,gmail,strong,104 Ashburne,Utilities,12,,,,,
